,Iteration,Time,Fitness,FEvals,Population Size,Mutation Rate,max_iters
90,90,1.4671795999999944,39.00628223579078,18319.0,200,0.2,1000
91,91,1.4828514999999953,39.00628223579078,18520.0,200,0.2,1000
92,92,1.4989877999999948,39.00628223579078,18721.0,200,0.2,1000
93,93,1.5141622000000012,39.00628223579078,18922.0,200,0.2,1000
94,94,1.5298061000000018,39.00628223579078,19123.0,200,0.2,1000
95,95,1.5461305000000038,39.00628223579078,19324.0,200,0.2,1000
96,96,1.5619094999999987,39.00628223579078,19525.0,200,0.2,1000
97,97,1.5772039999999947,39.00628223579078,19726.0,200,0.2,1000
98,98,1.592362399999999,39.00628223579078,19927.0,200,0.2,1000
99,99,1.6062404999999984,39.00628223579078,20128.0,200,0.2,1000
100,100,1.6215138999999965,39.00628223579078,20329.0,200,0.2,1000
101,101,1.6345268000000033,39.00628223579078,20530.0,200,0.2,1000
102,102,1.6483668999999992,39.00628223579078,20731.0,200,0.2,1000
103,103,1.661760700000002,39.00628223579078,20932.0,200,0.2,1000
104,104,1.674255599999995,39.00628223579078,21133.0,200,0.2,1000
105,105,1.6874308999999954,39.00628223579078,21334.0,200,0.2,1000
106,106,1.7017067000000026,39.00628223579078,21535.0,200,0.2,1000
107,107,1.7142035999999905,39.00628223579078,21736.0,200,0.2,1000
108,108,1.7282472999999925,39.00628223579078,21937.0,200,0.2,1000
109,109,1.7411446999999924,39.00628223579078,22138.0,200,0.2,1000
110,110,1.753686099999996,39.00628223579078,22339.0,200,0.2,1000
111,111,1.766023599999997,39.00628223579078,22540.0,200,0.2,1000
112,112,1.778328000000002,39.00628223579078,22741.0,200,0.2,1000
113,113,1.7908941999999968,39.00628223579078,22942.0,200,0.2,1000
114,114,1.803325000000001,39.00628223579078,23143.0,200,0.2,1000
115,115,1.815740599999998,39.00628223579078,23344.0,200,0.2,1000
116,116,1.8284151000000008,39.00628223579078,23545.0,200,0.2,1000
117,117,1.8408596999999958,39.00628223579078,23746.0,200,0.2,1000
118,118,1.8535389000000038,39.00628223579078,23947.0,200,0.2,1000
119,119,1.8660764999999913,39.00628223579078,24148.0,200,0.2,1000
120,120,1.878714500000001,39.00628223579078,24349.0,200,0.2,1000
121,121,1.8911870999999962,39.00628223579078,24550.0,200,0.2,1000
122,122,1.9034999,39.00628223579078,24751.0,200,0.2,1000
123,123,1.9175931999999989,39.00628223579078,24952.0,200,0.2,1000
124,124,1.9301626999999968,39.00628223579078,25153.0,200,0.2,1000
125,125,1.9437350999999978,39.00628223579078,25354.0,200,0.2,1000
126,126,1.9571418000000023,39.00628223579078,25555.0,200,0.2,1000
127,127,1.9708638999999977,39.00628223579078,25756.0,200,0.2,1000
128,128,1.9847962999999993,39.00628223579078,25957.0,200,0.2,1000
129,129,1.9974615,39.00628223579078,26158.0,200,0.2,1000
130,130,2.010106399999998,39.00628223579078,26359.0,200,0.2,1000
131,131,2.0226193000000023,39.00628223579078,26560.0,200,0.2,1000
132,132,2.0363023000000027,39.00628223579078,26761.0,200,0.2,1000
133,133,2.0509256999999934,39.00628223579078,26962.0,200,0.2,1000
134,134,2.0644652000000008,39.00628223579078,27163.0,200,0.2,1000
135,135,2.0772759000000036,39.00628223579078,27364.0,200,0.2,1000
136,136,2.0914424999999994,39.00628223579078,27565.0,200,0.2,1000
137,137,2.1038839999999936,39.00628223579078,27766.0,200,0.2,1000
138,138,2.116314799999998,39.00628223579078,27967.0,200,0.2,1000
139,139,2.131653799999995,39.00628223579078,28168.0,200,0.2,1000
140,140,2.1450643000000014,39.00628223579078,28369.0,200,0.2,1000
141,141,2.1582870000000014,39.00628223579078,28570.0,200,0.2,1000
142,142,2.1714899999999915,39.00628223579078,28771.0,200,0.2,1000
143,143,2.1860818999999907,39.00628223579078,28972.0,200,0.2,1000
144,144,2.1983476999999993,39.00628223579078,29173.0,200,0.2,1000
145,145,2.212486400000003,39.00628223579078,29374.0,200,0.2,1000
146,146,2.237394100000003,39.00628223579078,29575.0,200,0.2,1000
147,147,2.2500493999999946,39.00628223579078,29776.0,200,0.2,1000
148,148,2.2625395999999967,39.00628223579078,29977.0,200,0.2,1000
149,149,2.2767314000000027,39.00628223579078,30178.0,200,0.2,1000
150,150,2.292092199999999,39.00628223579078,30379.0,200,0.2,1000
151,151,2.307505699999993,39.00628223579078,30580.0,200,0.2,1000
152,152,2.3218715999999944,39.00628223579078,30781.0,200,0.2,1000
153,153,2.3340419999999966,39.00628223579078,30982.0,200,0.2,1000
154,154,2.347291999999996,39.00628223579078,31183.0,200,0.2,1000
155,155,2.359811899999997,39.00628223579078,31384.0,200,0.2,1000
156,156,2.372406599999991,39.00628223579078,31585.0,200,0.2,1000
157,157,2.3848686999999984,39.00628223579078,31786.0,200,0.2,1000
158,158,2.397448400000002,39.00628223579078,31987.0,200,0.2,1000
159,159,2.410055099999994,39.00628223579078,32188.0,200,0.2,1000
160,160,2.4239201999999977,39.00628223579078,32389.0,200,0.2,1000
161,161,2.4368843000000027,39.00628223579078,32590.0,200,0.2,1000
162,162,2.4503904999999975,39.00628223579078,32791.0,200,0.2,1000
163,163,2.464283299999991,39.00628223579078,32992.0,200,0.2,1000
